Kind,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,FEStatus
Public Class,3,3,3,1,38,16,19,2,1,4,0,13,1,0,0,13,13,0,2,0,11,518,233,257,55,201,28,141,184,51,133,5,5,6,1,1,3,100,0.11,42,42,43,13,HIGH
Public Class,11,11,14,9,55,7,40,7,2,48,0,0,1,10,3,10,10,0,6,0,4,593,94,411,115,338,91,215,331,114,217,61,61,76,43,1,7,80,0.22,113,113,149,90,HIGH
Public Class,4,3,4,1,16,0,14,1,1,9,0,1,2,4,8,5,5,0,2,0,3,108,11,84,26,57,13,48,66,23,43,11,11,11,1,2,2,65,0.15,20,17,20,5,HIGH
Public Class,1,1,1,1,22,0,15,7,1,11,0,0,0,10,0,10,13,0,0,0,10,247,10,151,65,127,86,92,103,47,56,1,1,1,1,3,0,0,0.57,10,10,10,10,HIGH
Public Class,1,1,1,1,5,0,5,0,1,6,0,0,0,17,7,17,17,4,0,0,13,133,4,123,36,57,6,60,92,37,55,4,4,4,1,1,2,73,0.05,22,22,22,17,HIGH
Public Class,5,5,7,4,48,4,42,2,1,9,0,1,1,1,0,2,3,0,0,0,2,109,14,88,24,71,8,41,53,21,32,10,10,13,7,2,6,50,0.09,11,11,14,8,HIGH
Public Abstract Class,3,3,3,1,21,4,15,1,1,33,5,0,2,32,25,32,68,14,9,0,9,767,196,481,86,323,90,276,364,105,259,17,12,18,8,2,3,93,0.19,104,89,112,47,HIGH
Public Class,2,2,2,1,15,0,12,1,2,6,14,0,1,23,12,23,23,0,0,3,20,530,68,362,76,228,100,183,260,79,181,25,25,27,5,1,4,87,0.28,64,64,67,27,HIGH
Public Class,3,3,3,1,21,1,16,3,2,22,0,0,3,18,5,18,18,0,10,0,8,660,74,500,150,342,96,258,358,139,219,21,21,23,6,2,5,81,0.19,66,66,68,29,HIGH
Private Class,5,5,5,1,32,2,22,8,1,3,0,0,0,2,0,2,2,0,0,0,2,78,9,47,13,24,22,11,22,5,17,9,9,10,1,2,3,0,0.47,10,10,11,2,HIGH
Public Class,1,1,1,1,9,0,7,1,1,9,0,0,0,4,0,4,7,0,1,0,3,53,5,31,10,20,17,20,26,11,15,3,3,3,3,3,2,0,0.55,6,6,6,6,HIGH
Public Abstract Generic Class,1,1,1,1,4,0,3,1,2,8,13,0,0,20,7,20,20,0,0,1,19,134,22,71,30,41,42,39,67,33,34,3,3,4,1,1,2,83,0.59,23,23,26,17,HIGH
Public Abstract Class,5,5,5,1,25,3,17,4,2,7,3,0,1,8,4,8,8,0,0,2,6,217,41,131,26,94,45,72,107,31,76,15,15,15,1,1,4,74,0.34,36,36,36,7,HIGH
Public Class,5,5,6,2,32,0,29,2,2,15,0,1,32,18,31,19,19,0,5,0,14,1125,101,861,227,544,163,514,659,245,414,13,13,19,9,2,4,81,0.19,100,100,119,41,HIGH
Public Class,1,1,1,1,20,1,14,4,1,18,0,0,1,11,3,11,11,0,1,0,10,275,32,167,38,114,76,88,119,41,78,4,4,4,3,1,2,65,0.46,20,20,20,13,HIGH
Class,1,1,1,1,14,0,7,7,1,3,0,0,0,6,0,6,38,0,0,0,6,106,12,45,14,26,55,19,31,13,18,5,5,5,1,5,2,0,1.22,11,11,11,6,HIGH
Public Class,1,1,1,1,12,0,6,6,1,6,0,0,1,3,0,3,29,1,0,1,1,69,8,22,9,12,39,11,16,8,8,2,2,2,1,4,1,66,1.77,4,4,4,3,HIGH
Public Class,2,2,3,1,14,1,12,0,1,39,0,6,8,87,25,93,93,0,7,0,86,1493,242,1178,188,741,75,517,790,198,592,36,36,36,6,1,6,94,0.06,265,265,283,107,HIGH
Private Class,3,3,4,1,39,0,37,2,1,1,0,0,0,2,0,2,13,0,0,0,2,84,4,76,12,65,4,23,31,11,20,6,6,8,1,3,2,0,0.05,7,7,9,2,HIGH
Public Class,3,3,4,1,18,0,10,7,1,7,0,18,1,7,2,25,25,0,2,0,23,519,31,275,71,168,213,114,216,71,145,8,8,11,5,1,3,64,0.77,92,90,117,41,HIGH
Public Class,2,2,2,1,8,0,7,0,4,15,2,0,0,44,13,44,44,0,1,0,43,443,48,362,126,212,33,191,280,123,157,8,8,8,7,2,5,93,0.09,95,95,98,81,HIGH
Public Class,2,2,2,1,22,1,14,7,4,5,0,0,3,4,0,4,72,0,0,0,4,109,15,68,20,52,34,43,51,17,34,5,5,5,1,4,2,83,0.5,8,8,8,4,HIGH
Public Class,1,1,1,1,10,0,6,4,2,6,0,0,0,6,3,6,6,0,0,0,6,81,12,42,11,18,27,19,26,11,15,1,1,1,1,1,0,44,0.64,6,6,6,6,HIGH
Public Class,3,2,3,1,18,3,13,2,1,44,0,1,2,60,36,61,61,2,2,0,57,1289,258,848,167,595,184,402,548,135,413,19,17,21,10,1,3,94,0.22,184,159,203,76,HIGH
Public Class,1,1,1,1,24,3,16,4,1,19,0,0,5,8,1,8,31,0,0,0,8,241,38,144,70,114,59,94,106,57,49,2,2,3,1,3,1,54,0.41,10,10,11,8,HIGH
Public Class,1,1,1,1,8,0,3,5,1,2,0,0,1,2,0,2,28,1,0,0,1,44,3,9,4,3,32,3,6,4,2,1,1,1,1,4,0,50,3.56,2,2,2,2,HIGH
Public Abstract Generic Class,1,1,2,1,12,0,6,4,2,7,2,0,4,24,9,24,24,0,7,6,11,381,51,191,71,105,141,103,143,67,76,6,6,6,3,1,3,87,0.74,40,38,42,27,HIGH
Public Class,5,5,6,2,31,7,22,0,1,53,0,1,1,66,35,67,119,28,16,0,23,2224,581,1565,291,1072,83,836,1201,345,856,38,38,42,24,2,5,90,0.05,374,371,425,151,HIGH
Public Class,2,2,3,1,21,1,11,8,1,48,2,3,6,44,26,47,82,0,11,0,36,1202,119,585,158,386,528,294,419,147,272,12,12,16,9,2,4,94,0.9,134,133,145,80,HIGH
Public Class,8,8,9,3,55,12,40,3,1,47,2,3,0,19,4,22,90,21,0,0,1,1266,287,894,193,661,86,451,627,187,440,27,27,27,17,3,5,87,0.1,190,181,201,82,HIGH
Public Class,1,1,1,1,9,0,5,4,1,12,0,0,0,27,11,27,27,0,0,2,25,343,43,154,72,76,146,81,113,55,58,5,2,5,1,1,1,89,0.95,35,32,35,27,HIGH
Public Class,2,2,2,1,11,0,7,4,1,18,0,5,1,27,9,32,32,0,2,0,30,1075,73,691,185,465,312,386,566,193,373,7,7,8,4,1,3,88,0.45,66,66,68,39,HIGH
Public Class,3,3,3,2,13,0,11,2,1,6,0,0,0,8,5,8,8,0,3,0,5,141,11,93,16,63,38,45,72,19,53,9,7,11,6,1,3,75,0.41,27,25,31,19,HIGH
Public Class,5,5,6,3,23,2,18,3,2,35,0,0,3,11,1,11,11,0,2,0,9,318,42,207,46,149,69,98,156,44,112,11,11,15,6,1,4,72,0.33,62,59,73,34,HIGH
Private Static Class,3,1,3,1,21,1,15,5,1,3,0,0,0,2,0,2,2,0,0,0,2,59,4,34,11,22,22,16,20,6,14,5,2,5,1,2,1,0,0.65,6,3,6,2,HIGH
Public Class,1,1,1,1,5,0,5,0,2,4,0,1,0,9,5,10,10,0,1,0,9,123,21,91,30,54,11,60,75,31,44,1,1,1,1,2,0,76,0.12,10,10,10,10,HIGH
Public Abstract Generic Class,1,1,1,1,16,1,11,4,1,11,0,1,0,13,7,14,29,0,3,8,3,335,48,194,64,132,96,125,173,70,103,3,3,5,3,3,2,80,0.49,24,24,26,18,HIGH
Public Class,6,5,7,1,42,1,31,9,2,73,0,0,8,84,5,84,411,0,32,0,52,3680,241,2648,553,2116,816,1138,1676,540,1136,103,78,168,24,4,7,95,0.31,527,490,657,157,HIGH
Public Class,7,7,7,1,62,9,29,23,1,2,0,4,0,0,0,4,4,2,0,0,2,258,42,119,29,98,97,79,109,32,77,14,14,14,1,1,3,0,0.82,29,29,29,4,HIGH
Public Class,6,6,6,1,26,1,24,1,1,6,0,0,0,4,1,4,17,0,0,1,3,174,18,102,16,59,54,39,64,13,51,18,18,19,1,2,6,50,0.53,24,24,25,4,HIGH
Public Class,5,5,6,3,31,1,21,8,2,79,0,0,2,117,10,117,117,0,47,0,70,3846,318,2562,487,1952,1020,1141,1756,473,1283,40,26,53,25,1,6,89,0.4,669,613,805,386,HIGH
Public Class,2,2,2,1,12,0,11,1,2,21,0,1,0,23,5,24,42,0,3,0,21,347,48,271,61,179,28,151,203,67,136,11,11,12,3,3,3,75,0.1,48,48,50,26,HIGH
Public Class,1,1,1,1,9,0,5,3,2,19,0,0,6,100,24,100,100,0,2,1,97,1164,153,595,193,340,421,277,420,185,235,8,8,10,4,1,5,96,0.71,154,154,170,115,HIGH
Public Class,6,5,7,2,51,7,42,2,1,13,0,8,1,0,0,8,8,1,6,0,1,558,89,450,142,370,19,292,371,146,225,31,29,37,10,1,4,87,0.04,53,46,59,22,HIGH
Public Class,3,3,3,1,23,3,14,6,1,6,0,1,0,7,3,8,8,0,0,0,8,644,120,364,93,224,165,146,219,70,149,11,11,13,1,1,3,58,0.45,27,27,29,8,HIGH
Public Class,4,4,4,2,18,0,16,1,1,6,0,1,1,7,8,8,8,0,1,0,7,168,14,136,18,79,18,53,87,18,69,25,25,31,10,1,3,73,0.13,33,33,39,17,HIGH
Public Class,1,1,1,1,16,0,12,7,1,3,0,0,0,57,0,57,57,0,2,2,53,1069,80,706,228,562,493,358,433,189,244,3,3,4,1,2,1,0,0.7,75,75,76,57,HIGH
Public Class,5,5,5,2,28,5,20,2,1,11,0,8,2,0,2,8,8,0,7,0,1,270,65,178,44,127,27,93,136,41,95,19,19,19,5,1,6,93,0.15,41,41,42,16,HIGH
Public Class,2,2,2,1,13,0,12,0,1,10,0,0,0,6,2,6,46,0,1,2,3,102,11,82,24,57,9,37,52,20,32,9,6,9,1,3,3,75,0.11,17,14,17,6,HIGH
Public Class,8,8,8,2,47,0,46,0,1,22,0,1,2,34,1,35,40,0,29,0,6,1690,61,1625,148,1458,4,1181,1456,167,1289,59,59,74,44,2,6,97,0,280,280,304,84,HIGH
Class,2,2,2,1,14,1,12,0,1,20,0,2,0,21,1,23,39,0,16,2,5,397,59,321,88,212,17,167,243,93,150,8,8,9,4,2,3,91,0.05,67,67,68,33,HIGH
Public Class,3,3,3,2,15,1,13,0,1,37,0,6,22,76,36,82,114,20,16,0,46,2063,281,1698,497,1256,86,924,1330,490,840,20,20,21,12,2,6,97,0.05,275,269,324,167,HIGH
Public Class,2,2,3,1,16,0,9,6,3,32,0,2,4,110,13,112,261,0,1,4,107,2094,187,1038,204,646,870,400,715,219,496,22,22,36,10,4,5,92,0.84,303,303,365,160,HIGH
Private Class,3,3,6,1,27,5,19,3,1,2,0,0,0,5,5,5,5,1,1,0,3,172,37,113,33,86,22,67,86,34,52,10,10,16,4,2,2,76,0.19,17,17,30,8,HIGH
Public Class,3,3,3,1,18,2,15,0,2,14,0,0,0,5,2,5,5,0,1,0,4,111,19,82,30,56,11,54,71,31,40,7,7,7,1,1,5,30,0.13,16,16,16,5,HIGH
Public Class,2,2,2,1,11,0,10,1,1,9,0,0,0,18,3,18,18,0,0,0,18,257,37,194,42,113,26,118,164,56,108,8,8,8,3,1,2,51,0.13,48,48,48,24,HIGH
Private Static Class,2,2,2,1,15,1,12,2,1,4,0,0,3,12,7,12,12,3,1,1,7,210,27,161,43,125,26,96,142,57,85,7,7,7,1,2,2,87,0.16,24,24,27,12,HIGH
Public Class,2,2,2,1,23,1,18,5,2,11,0,0,9,22,38,22,45,0,14,0,8,660,88,469,130,402,171,369,419,122,297,10,10,10,1,4,1,82,0.36,49,49,49,22,HIGH
Public Class,4,4,4,1,19,1,17,1,1,30,0,2,5,36,3,38,127,0,3,1,34,1078,150,837,157,531,93,521,706,199,507,28,28,35,4,3,6,83,0.11,155,155,171,44,HIGH
Private Class,2,1,2,1,11,0,10,1,1,10,10,0,0,11,3,11,11,3,0,4,4,143,17,115,24,81,16,61,80,22,58,11,3,11,3,2,1,78,0.14,26,18,26,15,HIGH
Public Class,1,1,1,1,9,0,8,0,1,9,0,2,0,19,17,21,35,0,2,0,19,314,42,253,48,160,19,155,189,48,141,5,5,5,1,2,2,73,0.08,31,31,32,21,HIGH
Public Class,48,20,51,18,184,36,145,3,1,31,0,4,67,6,3,10,105,1,1,0,8,2094,393,1659,200,1374,54,752,952,182,770,169,102,184,124,3,5,68,0.03,487,208,512,182,HIGH
Public Class,1,1,1,1,13,0,7,5,1,10,0,0,0,7,0,7,10,0,0,0,7,116,9,56,27,40,51,38,46,27,19,1,1,1,1,3,0,0,0.91,7,7,7,7,HIGH
Private Class,3,3,3,2,28,4,20,4,2,7,0,0,0,8,6,8,8,0,0,0,8,253,46,172,41,134,37,84,117,36,81,7,7,7,6,1,4,79,0.22,31,31,31,21,HIGH
Public Class,10,6,11,6,68,0,65,2,1,15,0,4,68,5,8,9,9,1,0,0,8,701,16,667,240,559,21,499,559,248,311,69,35,69,49,1,4,92,0.03,95,61,100,57,HIGH
Public Class,9,9,12,2,39,1,34,2,1,9,0,17,107,0,0,17,17,0,6,1,10,971,165,746,235,592,62,376,549,218,331,36,36,49,16,1,7,96,0.08,162,162,206,45,HIGH
Private Static Class,1,1,1,1,7,0,6,1,1,4,0,0,1,11,1,11,11,0,0,0,11,104,12,79,23,45,13,32,46,16,30,6,2,6,1,2,1,59,0.16,21,13,21,11,HIGH
Public Class,1,1,1,1,32,3,27,1,1,19,0,0,0,8,2,8,31,0,0,0,8,292,38,227,87,204,27,193,208,83,125,3,3,4,1,3,1,93,0.12,12,12,13,8,HIGH
Public Class,1,1,1,1,31,0,31,0,1,5,0,0,0,2,0,2,11,0,0,0,2,72,0,63,8,57,9,55,59,8,51,2,2,2,1,3,1,0,0.14,3,3,3,2,HIGH
Public Class,2,2,2,1,14,0,13,0,1,20,0,1,0,25,13,26,55,1,0,0,25,494,53,423,67,287,21,268,330,69,261,11,11,11,1,4,3,76,0.05,61,61,70,26,HIGH
Public Class,1,1,1,1,9,0,7,2,3,5,0,0,3,16,6,16,16,0,8,0,8,210,35,126,31,77,49,64,90,33,57,2,2,2,1,2,1,85,0.39,21,21,21,16,HIGH
Public Class,3,3,3,3,14,0,13,0,1,7,0,0,0,5,0,5,5,0,0,2,3,83,6,71,14,48,6,37,56,18,38,7,7,7,7,2,5,0,0.08,18,18,18,16,HIGH
Public Class,2,1,2,1,19,3,12,2,3,4,0,0,0,7,4,7,7,0,0,2,5,164,34,94,19,64,36,52,68,21,47,6,3,6,1,2,1,64,0.38,14,11,15,7,HIGH
Public Static Class,2,2,2,2,16,0,15,1,1,10,0,0,0,3,0,3,14,0,1,0,2,56,6,48,10,34,5,22,32,10,22,5,5,6,4,3,3,0,0.1,7,7,8,6,HIGH
Public Class,4,4,5,1,36,3,17,14,1,4,0,0,0,4,2,4,16,0,0,0,4,166,21,74,15,52,71,40,57,14,43,7,7,8,3,2,3,25,0.96,18,16,21,6,HIGH
Private Class,4,4,6,1,22,2,16,4,2,20,0,0,0,9,6,9,9,0,3,0,6,227,30,153,32,94,45,62,106,34,72,16,16,22,4,1,6,64,0.29,44,44,55,14,HIGH
Public Class,2,2,2,1,11,0,11,0,1,21,0,0,11,25,5,25,25,0,4,0,21,352,33,303,115,199,19,167,217,94,123,5,5,6,3,1,3,87,0.06,50,50,53,29,HIGH
Public Class,1,1,1,1,11,2,9,0,1,5,0,0,0,4,0,4,113,0,0,3,1,56,13,38,8,26,5,18,25,8,17,2,2,2,1,5,1,0,0.13,6,6,6,4,HIGH
Public Class,4,3,4,1,25,1,22,2,2,25,0,0,16,7,0,7,7,0,1,0,6,351,34,211,56,174,115,107,133,47,86,13,10,13,1,1,3,84,0.55,29,26,29,7,HIGH
Public Abstract Class,1,1,1,1,5,0,5,0,1,10,5,0,1,12,0,12,36,0,0,5,7,93,12,72,32,44,9,44,57,29,28,1,1,1,1,3,0,100,0.13,12,12,12,12,HIGH
Public Class,2,2,2,1,10,0,10,0,1,6,0,1,1,6,2,7,35,0,2,0,5,112,10,75,19,56,27,49,65,20,45,9,9,10,7,2,2,85,0.36,16,16,17,13,HIGH
Public Class,2,2,3,1,12,0,12,0,1,14,0,1,0,6,2,7,9,0,2,1,4,110,8,93,39,64,9,49,70,37,33,6,6,6,1,2,2,50,0.1,20,20,26,7,HIGH
Public Class,2,2,2,1,13,0,12,1,2,18,0,0,1,6,2,6,6,0,0,0,6,94,6,76,24,56,12,44,56,24,32,4,4,4,3,2,2,50,0.16,12,12,12,10,HIGH
Public Class,2,2,2,1,8,1,7,0,1,7,0,0,0,5,1,5,18,0,0,0,5,119,35,76,24,26,13,29,48,22,26,5,5,5,1,3,1,60,0.17,10,10,10,5,HIGH
Public Class,7,5,8,2,56,14,41,1,1,61,1,2,3,84,0,86,313,59,27,0,0,4980,1305,3541,682,2817,134,1895,2352,544,1808,54,46,70,19,5,5,95,0.04,637,465,696,253,HIGH
Public Class,4,2,4,1,22,0,20,1,1,28,0,0,0,10,3,10,10,0,8,0,2,241,22,204,29,160,16,154,183,43,140,19,11,20,1,1,5,36,0.08,46,28,47,10,HIGH
Public Class,1,1,2,1,15,0,9,5,1,4,0,2,1,15,2,17,17,0,6,1,10,305,29,171,55,110,105,83,117,49,68,7,7,8,1,1,3,90,0.61,33,33,35,17,HIGH
Public Class,4,4,5,1,25,1,19,4,1,2,0,2,0,6,4,8,8,0,1,0,7,231,25,162,35,112,47,78,112,32,80,23,23,28,1,1,4,68,0.29,34,34,43,8,HIGH
Public Class,7,7,9,1,54,3,47,5,1,5,0,7,27,0,0,7,7,0,1,0,6,480,61,386,105,302,42,219,280,104,176,31,31,32,4,1,4,91,0.11,54,54,64,12,HIGH
Public Class,3,3,4,1,22,4,15,3,1,11,0,0,0,6,3,6,12,0,0,1,5,239,37,135,66,89,67,85,117,58,59,15,15,21,1,2,3,61,0.5,21,21,27,6,HIGH
Public Class,4,4,5,1,21,1,19,1,2,31,0,5,2,49,14,54,98,1,3,1,49,1615,206,1295,181,851,120,858,1173,250,923,28,28,32,7,2,6,83,0.09,248,248,271,67,HIGH
Public Class,6,4,6,2,36,9,26,0,1,65,1,0,0,136,4,136,187,108,25,3,0,5435,1579,3741,636,2833,115,1878,2547,596,1951,63,47,79,22,2,5,83,0.03,863,634,934,370,HIGH
Public Class,2,2,2,1,14,0,9,5,1,14,0,0,18,35,2,35,207,0,3,2,30,645,68,354,99,235,251,181,254,92,162,27,27,32,3,4,4,94,0.71,76,76,86,37,HIGH
Public Class,1,1,1,1,8,0,8,0,1,14,0,13,5,0,0,13,13,0,0,0,13,155,21,112,28,77,22,62,83,28,55,4,4,4,1,1,1,73,0.2,23,23,23,13,HIGH
Public Class,1,1,2,1,36,3,14,19,1,24,1,8,2,11,0,19,21,0,1,4,14,744,66,290,119,218,407,222,267,123,144,4,4,6,3,2,2,78,1.4,37,37,40,21,HIGH
Public Class,4,4,5,2,16,0,16,0,1,7,0,6,2,11,5,17,17,0,7,0,10,391,20,340,64,251,33,172,267,66,201,18,18,21,11,2,6,86,0.1,76,76,93,48,HIGH
Public Class,7,7,10,1,47,2,32,13,1,27,0,0,11,13,0,13,26,0,6,0,7,680,48,444,103,337,195,165,262,85,177,34,34,51,9,2,6,91,0.44,99,99,136,23,HIGH
Public Class,1,1,1,1,12,0,8,3,1,14,0,0,0,6,0,6,6,0,0,0,6,91,12,51,17,36,28,34,42,17,25,2,2,2,1,2,1,0,0.55,7,7,7,6,HIGH
Public Class,1,1,1,1,11,1,7,2,1,29,0,1,8,40,29,41,41,9,2,1,29,600,128,329,96,194,144,186,250,94,156,6,6,6,1,1,2,94,0.44,66,63,68,41,HIGH
Public Class,4,4,5,1,53,4,24,24,1,20,0,12,0,1,0,13,13,0,12,0,1,721,76,316,71,231,330,137,200,51,149,13,13,15,7,1,3,0,1.04,56,56,67,24,HIGH
Public Class,3,3,4,1,20,2,15,1,1,8,0,5,5,20,8,25,25,0,23,0,2,698,113,413,79,278,187,171,243,73,170,13,10,13,4,1,4,80,0.45,96,80,100,37,HIGH
Public Class,3,3,3,2,20,2,18,0,1,8,0,0,0,7,5,7,21,0,1,0,6,202,33,168,42,119,2,83,119,39,80,10,10,11,4,3,7,77,0.01,24,22,25,14,HIGH
Public Abstract Class,1,1,1,1,10,0,6,3,2,23,5,0,1,48,10,48,48,0,0,1,47,611,73,341,103,192,201,148,229,92,137,8,8,9,3,1,3,89,0.59,82,82,87,50,HIGH
Public Class,6,6,6,1,37,8,28,1,4,9,1,2,13,28,19,30,30,11,3,1,15,1253,289,902,197,713,66,530,715,187,528,65,65,65,14,2,5,91,0.07,182,182,188,51,HIGH
Public Class,3,2,3,1,28,4,19,4,2,27,0,0,0,15,7,15,15,0,10,0,5,542,114,345,103,248,83,188,247,88,159,8,8,10,6,2,3,78,0.24,45,44,49,20,HIGH
Public Generic Class,2,2,2,1,12,0,8,3,5,17,0,0,0,65,11,65,65,1,7,0,57,935,123,560,184,366,275,316,510,195,315,7,7,8,6,2,5,91,0.49,157,157,187,107,HIGH
Public Class,5,5,5,5,15,2,11,2,1,2,0,0,0,2,0,2,5,0,0,0,2,38,6,24,5,16,9,12,23,5,18,9,9,9,9,3,1,0,0.38,10,10,10,10,HIGH
Public Class,5,4,6,1,39,4,32,1,1,7,0,0,0,10,22,10,24,0,2,0,8,451,80,353,55,286,19,229,285,56,229,28,28,37,6,3,6,79,0.05,53,49,66,15,HIGH
Public Class,1,1,1,1,10,0,4,6,1,1,0,0,3,12,1,12,12,0,0,0,12,165,17,63,35,36,85,35,48,34,14,1,1,3,1,1,0,14,1.35,12,12,14,12,HIGH
Public Class,1,1,1,1,12,1,10,2,1,9,0,0,1,14,9,14,37,0,7,0,7,235,44,158,45,113,49,115,133,41,92,2,2,2,1,4,1,75,0.31,15,15,15,14,HIGH
Public Class,2,2,2,1,13,0,12,0,1,8,0,0,1,3,0,3,12,0,0,0,3,54,3,38,15,25,13,25,32,14,18,3,3,3,1,3,1,33,0.34,6,6,6,3,HIGH
Public Class,2,2,2,1,24,1,19,3,1,33,0,22,48,46,61,68,68,0,40,0,28,1873,221,1459,366,1079,248,923,1138,383,755,15,15,15,7,2,7,97,0.17,175,175,185,90,HIGH
Public Generic Class,3,3,3,3,28,0,27,1,1,1,0,0,0,4,14,4,27,0,0,0,4,150,4,125,45,59,21,61,74,23,51,9,9,9,9,3,2,42,0.17,12,12,12,12,HIGH
Public Class,4,4,5,1,26,5,17,3,1,12,0,0,13,11,0,11,37,0,10,0,1,359,90,209,51,159,60,106,157,50,107,16,16,17,3,3,2,90,0.29,50,50,56,15,HIGH
Public Class,6,5,7,4,39,10,28,0,1,27,0,1,5,56,19,57,57,23,7,0,27,2462,650,1720,244,1345,93,910,1192,204,988,73,35,74,52,1,5,88,0.05,381,303,420,229,HIGH
Class,6,5,7,2,105,14,57,36,1,45,1,0,9,32,1,32,38,22,0,9,1,3528,513,1867,585,1522,1253,1370,1534,551,983,21,19,27,7,2,6,71,0.67,208,186,228,86,HIGH
Public Class,9,9,11,2,103,2,97,2,3,44,0,0,7,33,50,33,33,1,22,0,10,3562,167,3287,331,2649,109,2354,2695,342,2353,40,40,56,7,1,8,87,0.03,311,307,386,73,HIGH
Public Class,2,2,2,1,23,5,14,3,1,9,0,0,2,5,3,5,5,0,0,1,4,143,37,80,25,61,26,58,69,23,46,4,4,4,1,2,1,72,0.33,10,10,10,5,HIGH
Public Class,1,1,1,1,9,0,4,4,1,6,0,1,2,16,2,17,101,0,0,3,14,229,29,93,28,52,107,42,62,25,37,8,3,8,1,2,2,75,1.15,24,19,24,17,HIGH
Class,2,2,2,1,15,1,13,0,1,20,0,0,2,18,0,18,34,0,12,1,5,300,47,247,66,176,7,133,185,69,116,8,8,8,3,2,3,94,0.03,52,52,53,22,HIGH
Public Class,5,5,6,1,35,3,23,10,1,20,0,0,1,7,10,7,32,0,0,0,7,361,42,177,40,119,150,79,117,30,87,11,11,14,1,2,2,74,0.85,37,37,42,7,HIGH
Public Class,1,1,1,1,13,0,7,6,1,4,0,0,1,3,2,3,29,1,0,0,2,73,6,26,8,14,41,13,18,7,11,3,2,3,1,4,1,11,1.58,5,4,5,3,HIGH
Public Class,1,1,1,1,27,2,17,7,1,18,2,0,0,25,0,25,35,0,12,10,3,722,93,448,124,350,190,297,343,84,259,5,5,5,1,2,2,0,0.42,45,45,45,25,HIGH
Public Class,2,2,2,1,18,3,13,1,1,14,0,0,1,10,3,10,10,0,1,1,8,211,52,139,34,104,21,78,103,32,71,11,9,11,4,1,3,80,0.15,26,24,26,15,HIGH
Public Class,3,3,3,1,17,2,13,1,1,11,0,0,0,14,6,14,20,0,0,6,8,433,80,271,104,165,87,165,225,103,122,10,10,10,1,2,2,76,0.32,42,42,42,14,HIGH
Public Class,3,3,3,1,20,0,18,1,2,37,0,0,6,45,20,45,55,0,29,0,16,1137,124,916,312,666,113,482,653,275,378,19,19,24,13,2,6,93,0.12,162,162,177,81,HIGH
Public Class,1,1,1,1,12,2,6,3,1,12,0,0,0,17,4,17,17,4,0,0,13,241,55,112,41,64,74,61,86,40,46,3,3,3,3,1,2,73,0.66,25,25,25,19,HIGH
Public Class,1,1,2,1,8,1,6,0,1,5,0,4,0,9,2,13,13,0,0,0,13,135,33,92,25,50,10,40,63,20,43,6,6,8,3,1,2,46,0.11,23,23,26,15,HIGH
Public Class,2,2,2,1,17,0,16,0,1,21,0,1,0,27,17,28,50,0,2,0,26,623,55,540,110,360,28,311,386,112,274,8,8,10,1,3,3,71,0.05,72,72,79,28,HIGH
Abstract Class,6,1,6,1,21,3,15,2,2,15,3,0,2,34,1,34,70,0,0,21,13,259,66,158,50,107,35,86,99,45,54,42,5,42,1,3,2,100,0.22,53,14,54,8,HIGH
Public Class,5,5,5,3,29,0,25,3,1,9,0,0,5,3,2,3,83,0,0,2,1,119,7,87,23,62,25,38,53,18,35,10,10,10,7,8,3,52,0.29,16,16,17,9,HIGH
Public Class,4,4,5,1,25,0,23,0,1,23,0,0,8,18,15,18,38,0,2,4,12,499,33,447,101,304,20,239,326,108,218,21,21,23,8,2,5,87,0.04,86,86,96,25,HIGH
Public Class,8,8,9,3,70,10,45,15,1,21,0,0,1,3,1,3,29,0,1,0,2,223,35,138,23,109,51,80,105,22,83,17,17,20,7,3,3,33,0.37,24,24,27,9,HIGH
Class,5,5,6,3,33,8,22,2,1,32,3,0,0,21,13,21,21,21,0,0,0,754,210,493,109,330,51,257,379,123,256,14,14,17,12,1,5,89,0.1,120,118,133,71,HIGH
Public Class,2,2,2,1,14,3,11,0,1,10,0,8,8,18,9,26,26,6,5,0,15,451,117,321,76,211,14,202,262,87,175,16,11,16,3,1,3,83,0.04,69,59,72,28,HIGH
Public Class,7,7,8,1,45,2,33,9,1,13,0,0,0,7,0,7,20,0,0,0,7,335,25,237,82,156,75,92,146,61,85,25,25,30,1,2,7,0,0.32,53,53,61,7,HIGH
